recording_id,ebird_species_code,method,n_segments,total_duration_sec,mean_segment_sec,visualization_path
xc:88961,buhshr1,5,1,7.094,7.094,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_88961_comparison.png
xc:793926,buhshr1,1,20,17.547,0.877,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_793926_comparison.png
xc:793926,buhshr1,2,75,10.059,0.134,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_793926_comparison.png
xc:793926,buhshr1,3,30,31.267,1.042,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_793926_comparison.png
xc:793926,buhshr1,4,51,14.107,0.277,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_793926_comparison.png
xc:793926,buhshr1,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_793926_comparison.png
xc:842854,buhshr1,1,172,20.475,0.119,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_842854_comparison.png
xc:842854,buhshr1,2,121,11.92,0.099,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_842854_comparison.png
xc:842854,buhshr1,3,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_842854_comparison.png
xc:842854,buhshr1,4,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_842854_comparison.png
xc:842854,buhshr1,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_842854_comparison.png
xc:505447,buhshr1,1,4,4.725,1.181,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_505447_comparison.png
xc:505447,buhshr1,2,7,1.416,0.202,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_505447_comparison.png
xc:505447,buhshr1,3,12,3.187,0.266,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_505447_comparison.png
xc:505447,buhshr1,4,4,2.287,0.572,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_505447_comparison.png
xc:505447,buhshr1,5,1,8.017,8.017,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/buhshr1/xc_505447_comparison.png
xc:134325,burthr,1,77,12.028,0.156,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_134325_comparison.png
xc:134325,burthr,2,129,17.952,0.139,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_134325_comparison.png
xc:134325,burthr,3,94,124.79,1.328,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_134325_comparison.png
xc:134325,burthr,4,68,7.924,0.117,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_134325_comparison.png
xc:134325,burthr,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_134325_comparison.png
xc:1023727,burthr,1,188,28.166,0.15,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_1023727_comparison.png
xc:1023727,burthr,2,232,40.644,0.175,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_1023727_comparison.png
xc:1023727,burthr,3,84,70.458,0.839,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_1023727_comparison.png
xc:1023727,burthr,4,94,7.883,0.084,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_1023727_comparison.png
xc:1023727,burthr,5,1,24.253,24.253,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_1023727_comparison.png
xc:697948,burthr,1,23,5.52,0.24,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_697948_comparison.png
xc:697948,burthr,2,31,5.555,0.179,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_697948_comparison.png
xc:697948,burthr,3,6,12.568,2.095,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_697948_comparison.png
xc:697948,burthr,4,21,2.672,0.127,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_697948_comparison.png
xc:697948,burthr,5,1,13.512,13.512,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_697948_comparison.png
xc:921485,burthr,1,5,1.968,0.394,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_921485_comparison.png
xc:921485,burthr,2,13,1.771,0.136,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_921485_comparison.png
xc:921485,burthr,3,5,4.963,0.993,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_921485_comparison.png
xc:921485,burthr,4,9,1.086,0.121,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_921485_comparison.png
xc:921485,burthr,5,1,5.515,5.515,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_921485_comparison.png
xc:472199,burthr,1,161,37.738,0.234,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_472199_comparison.png
xc:472199,burthr,2,227,34.142,0.15,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_472199_comparison.png
xc:472199,burthr,3,122,65.544,0.537,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_472199_comparison.png
xc:472199,burthr,4,136,12.904,0.095,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_472199_comparison.png
xc:472199,burthr,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/burthr/xc_472199_comparison.png
xc:785592,carcro1,1,40,8.829,0.221,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_785592_comparison.png
xc:785592,carcro1,2,52,8.313,0.16,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_785592_comparison.png
xc:785592,carcro1,3,17,16.329,0.961,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_785592_comparison.png
xc:785592,carcro1,4,21,3.274,0.156,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_785592_comparison.png
xc:785592,carcro1,5,1,18.91,18.91,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_785592_comparison.png
xc:511980,carcro1,1,27,4.747,0.176,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_511980_comparison.png
xc:511980,carcro1,2,47,4.664,0.099,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_511980_comparison.png
xc:511980,carcro1,3,23,14.795,0.643,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_511980_comparison.png
xc:511980,carcro1,4,11,1.189,0.108,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_511980_comparison.png
xc:511980,carcro1,5,1,18.371,18.371,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_511980_comparison.png
xc:688118,carcro1,1,40,11.865,0.297,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_688118_comparison.png
xc:688118,carcro1,2,52,10.629,0.204,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_688118_comparison.png
xc:688118,carcro1,3,40,25.429,0.636,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_688118_comparison.png
xc:688118,carcro1,4,38,5.474,0.144,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_688118_comparison.png
xc:688118,carcro1,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_688118_comparison.png
xc:745101,carcro1,1,143,44.106,0.308,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_745101_comparison.png
xc:745101,carcro1,2,340,43.662,0.128,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_745101_comparison.png
xc:745101,carcro1,3,242,164.316,0.679,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_745101_comparison.png
xc:745101,carcro1,4,110,20.956,0.191,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_745101_comparison.png
xc:745101,carcro1,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_745101_comparison.png
xc:635134,carcro1,1,8,2.392,0.299,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_635134_comparison.png
xc:635134,carcro1,2,9,1.463,0.163,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_635134_comparison.png
xc:635134,carcro1,3,7,1.881,0.269,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_635134_comparison.png
xc:635134,carcro1,4,5,1.451,0.29,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_635134_comparison.png
xc:635134,carcro1,5,1,3.454,3.454,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/carcro1/xc_635134_comparison.png
xc:1030710,cintit13,1,24,8.512,0.355,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_1030710_comparison.png
xc:1030710,cintit13,2,57,5.813,0.102,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_1030710_comparison.png
xc:1030710,cintit13,3,27,19.429,0.72,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_1030710_comparison.png
xc:1030710,cintit13,4,50,4.784,0.096,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_1030710_comparison.png
xc:1030710,cintit13,5,1,24.267,24.267,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_1030710_comparison.png
xc:582929,cintit13,1,87,42.127,0.484,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_582929_comparison.png
xc:582929,cintit13,2,144,26.752,0.186,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_582929_comparison.png
xc:582929,cintit13,3,89,73.683,0.828,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_582929_comparison.png
xc:582929,cintit13,4,114,22.343,0.196,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_582929_comparison.png
xc:582929,cintit13,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_582929_comparison.png
xc:531958,cintit13,1,19,9.735,0.512,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_531958_comparison.png
xc:531958,cintit13,2,39,7.25,0.186,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_531958_comparison.png
xc:531958,cintit13,3,30,19.772,0.659,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_531958_comparison.png
xc:531958,cintit13,4,29,2.223,0.077,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_531958_comparison.png
xc:531958,cintit13,5,1,24.094,24.094,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_531958_comparison.png
xc:319792,cintit13,1,30,10.234,0.341,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_319792_comparison.png
xc:319792,cintit13,2,69,10.606,0.154,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_319792_comparison.png
xc:319792,cintit13,3,39,26.883,0.689,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_319792_comparison.png
xc:319792,cintit13,4,20,5.184,0.259,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_319792_comparison.png
xc:319792,cintit13,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_319792_comparison.png
xc:166690,cintit13,1,16,1.387,0.087,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_166690_comparison.png
xc:166690,cintit13,2,24,1.757,0.073,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_166690_comparison.png
xc:166690,cintit13,3,10,13.059,1.306,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_166690_comparison.png
xc:166690,cintit13,4,13,0.816,0.063,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_166690_comparison.png
xc:166690,cintit13,5,1,14.403,14.403,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/cintit13/xc_166690_comparison.png
xc:462875,comkin1,1,28,5.003,0.179,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_462875_comparison.png
xc:462875,comkin1,2,66,9.731,0.147,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_462875_comparison.png
xc:462875,comkin1,3,26,22.845,0.879,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_462875_comparison.png
xc:462875,comkin1,4,19,3.712,0.195,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_462875_comparison.png
xc:462875,comkin1,5,1,25.936,25.936,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_462875_comparison.png
xc:502269,comkin1,1,20,2.864,0.143,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_502269_comparison.png
xc:502269,comkin1,2,49,5.248,0.107,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_502269_comparison.png
xc:502269,comkin1,3,19,20.101,1.058,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_502269_comparison.png
xc:502269,comkin1,4,3,0.677,0.226,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_502269_comparison.png
xc:502269,comkin1,5,1,22.515,22.515,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_502269_comparison.png
xc:931189,comkin1,1,14,4.021,0.287,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_931189_comparison.png
xc:931189,comkin1,2,19,2.155,0.113,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_931189_comparison.png
xc:931189,comkin1,3,14,5.392,0.385,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_931189_comparison.png
xc:931189,comkin1,4,14,2.032,0.145,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_931189_comparison.png
xc:931189,comkin1,5,1,7.232,7.232,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_931189_comparison.png
xc:800955,comkin1,1,69,13.235,0.192,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_800955_comparison.png
xc:800955,comkin1,2,81,12.359,0.153,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_800955_comparison.png
xc:800955,comkin1,3,40,26.358,0.659,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_800955_comparison.png
xc:800955,comkin1,4,58,5.439,0.094,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_800955_comparison.png
xc:800955,comkin1,5,3,32.087,10.696,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_800955_comparison.png
xc:929047,comkin1,1,22,2.328,0.106,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_929047_comparison.png
xc:929047,comkin1,2,22,2.589,0.118,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_929047_comparison.png
xc:929047,comkin1,3,9,7.683,0.854,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_929047_comparison.png
xc:929047,comkin1,4,14,1.306,0.093,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_929047_comparison.png
xc:929047,comkin1,5,1,8.458,8.458,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comkin1/xc_929047_comparison.png
xc:797798,compoc,1,42,3.309,0.079,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_797798_comparison.png
xc:797798,compoc,2,61,7.709,0.126,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_797798_comparison.png
xc:797798,compoc,3,5,24.636,4.927,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_797798_comparison.png
xc:797798,compoc,4,33,2.245,0.068,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_797798_comparison.png
xc:797798,compoc,5,1,25.081,25.081,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_797798_comparison.png
xc:570725,compoc,1,4,1.846,0.461,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_570725_comparison.png
xc:570725,compoc,2,7,1.297,0.185,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_570725_comparison.png
xc:570725,compoc,3,10,7.831,0.783,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_570725_comparison.png
xc:570725,compoc,4,4,0.633,0.158,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_570725_comparison.png
xc:570725,compoc,5,1,9.578,9.578,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_570725_comparison.png
xc:484893,compoc,1,44,5.563,0.126,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_484893_comparison.png
xc:484893,compoc,2,49,7.941,0.162,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_484893_comparison.png
xc:484893,compoc,3,6,13.205,2.201,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_484893_comparison.png
xc:484893,compoc,4,28,2.864,0.102,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_484893_comparison.png
xc:484893,compoc,5,1,13.816,13.816,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_484893_comparison.png
xc:783964,compoc,1,58,5.068,0.087,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_783964_comparison.png
xc:783964,compoc,2,109,11.758,0.108,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_783964_comparison.png
xc:783964,compoc,3,29,39.219,1.352,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_783964_comparison.png
xc:783964,compoc,4,10,0.348,0.035,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_783964_comparison.png
xc:783964,compoc,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_783964_comparison.png
xc:994657,compoc,1,42,3.429,0.082,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_994657_comparison.png
xc:994657,compoc,2,108,14.797,0.137,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_994657_comparison.png
xc:994657,compoc,3,36,33.28,0.924,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_994657_comparison.png
xc:994657,compoc,4,24,1.157,0.048,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_994657_comparison.png
xc:994657,compoc,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/compoc/xc_994657_comparison.png
xc:932836,comsan,1,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_932836_comparison.png
xc:932836,comsan,2,1,0.333,0.333,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_932836_comparison.png
xc:932836,comsan,3,1,3.064,3.064,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_932836_comparison.png
xc:932836,comsan,4,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_932836_comparison.png
xc:932836,comsan,5,1,3.101,3.101,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_932836_comparison.png
xc:599571,comsan,1,3,4.127,1.376,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_599571_comparison.png
xc:599571,comsan,2,11,4.629,0.421,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_599571_comparison.png
xc:599571,comsan,3,7,3.709,0.53,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_599571_comparison.png
xc:599571,comsan,4,16,3.349,0.209,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_599571_comparison.png
xc:599571,comsan,5,1,7.01,7.01,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_599571_comparison.png
xc:743065,comsan,1,15,4.309,0.287,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_743065_comparison.png
xc:743065,comsan,2,29,5.285,0.182,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_743065_comparison.png
xc:743065,comsan,3,16,19.064,1.192,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_743065_comparison.png
xc:743065,comsan,4,7,1.685,0.241,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_743065_comparison.png
xc:743065,comsan,5,1,21.213,21.213,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_743065_comparison.png
xc:671980,comsan,1,79,14.651,0.185,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_671980_comparison.png
xc:671980,comsan,2,71,18.733,0.264,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_671980_comparison.png
xc:671980,comsan,3,43,32.099,0.746,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_671980_comparison.png
xc:671980,comsan,4,47,3.381,0.072,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_671980_comparison.png
xc:671980,comsan,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_671980_comparison.png
xc:894340,comsan,1,1,0.453,0.453,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_894340_comparison.png
xc:894340,comsan,2,2,0.771,0.385,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_894340_comparison.png
xc:894340,comsan,3,4,3.704,0.926,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_894340_comparison.png
xc:894340,comsan,4,1,0.453,0.453,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_894340_comparison.png
xc:894340,comsan,5,1,4.243,4.243,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/comsan/xc_894340_comparison.png
xc:113350,daured1,1,47,10.752,0.229,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_113350_comparison.png
xc:113350,daured1,2,88,14.816,0.168,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_113350_comparison.png
xc:113350,daured1,3,30,34.075,1.136,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_113350_comparison.png
xc:113350,daured1,4,40,5.909,0.148,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_113350_comparison.png
xc:113350,daured1,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_113350_comparison.png
xc:790686,daured1,1,39,2.656,0.068,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_790686_comparison.png
xc:790686,daured1,2,101,11.395,0.113,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_790686_comparison.png
xc:790686,daured1,3,26,31.693,1.219,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_790686_comparison.png
xc:790686,daured1,4,21,1.109,0.053,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_790686_comparison.png
xc:790686,daured1,5,2,35.011,17.505,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_790686_comparison.png
xc:977650,daured1,1,74,4.496,0.061,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_977650_comparison.png
xc:977650,daured1,2,105,7.739,0.074,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_977650_comparison.png
xc:977650,daured1,3,26,45.013,1.731,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_977650_comparison.png
xc:977650,daured1,4,58,2.443,0.042,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_977650_comparison.png
xc:977650,daured1,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_977650_comparison.png
xc:835735,daured1,1,16,2.45,0.153,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_835735_comparison.png
xc:835735,daured1,2,46,10.075,0.219,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_835735_comparison.png
xc:835735,daured1,3,17,17.679,1.04,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_835735_comparison.png
xc:835735,daured1,4,10,0.853,0.085,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_835735_comparison.png
xc:835735,daured1,5,1,20.152,20.152,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_835735_comparison.png
xc:194873,daured1,1,39,5.66,0.145,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_194873_comparison.png
xc:194873,daured1,2,97,6.2,0.064,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_194873_comparison.png
xc:194873,daured1,3,47,30.511,0.649,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_194873_comparison.png
xc:194873,daured1,4,40,4.197,0.105,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_194873_comparison.png
xc:194873,daured1,5,0,0.0,0.0,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/daured1/xc_194873_comparison.png
xc:811955,dusthr2,1,12,2.981,0.248,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/dusthr2/xc_811955_comparison.png
xc:811955,dusthr2,2,32,4.251,0.133,/home/okamoto/NAS/nasbi/ToriNET/segments/test_samples_results/dusthr2/xc_811955_comparison.png
