









Frequency of observations in the selected location(s).:
Number of taxa: 	873

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
チドリ属 (<em class="sci">Charadrius/Thinornis/Anarhynchus sp.</em>)	1.254E-4	2.686E-4	1.345E-4	0.0	3.823E-4	1.16E-4	0.0	2.846E-4	3.273E-4	1.749E-4	5.2E-4	1.287E-4	4.879E-4	1.536E-4	1.402E-4	0.0	5.608E-4	4.131E-4	4.375E-4	1.126E-4	5.216E-4	1.891E-4	2.058E-4	3.669E-4	2.416E-4	2.687E-4	8.299E-4	2.027E-4	2.91E-4	5.604E-4	0.0	0.0015	4.757E-4	5.008E-4	4.746E-4	1.634E-4	4.106E-4	3.227E-4	0.0	1.178E-4	0.0	0.0	1.65E-4	1.288E-4	0.0	0.0	1.868E-4	1.077E-4	
チドリ科 (<em class="sci">Charadriidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.733E-4	0.0	0.0	0.0	2.805E-4	0.0	0.0	0.0015	1.458E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.178E-4	0.0	0.0	0.0	1.288E-4	0.0	0.0	0.0	0.0	
タマシギ (<em class="sci">Rostratula benghalensis</em>)	2.508E-4	2.686E-4	0.001076	2.878E-4	0.0	8.123E-4	5.854E-4	0.0014231	0.0018003	1.749E-4	0.0	7.72E-4	1.626E-4	4.608E-4	4.207E-4	4.784E-4	9.814E-4	9.639E-4	5.833E-4	0.0014638	0.0013911	5.673E-4	0.0012346	9.173E-4	2.416E-4	0.0010747	0.0	8.107E-4	0.0014552	0.0025217	0.0024958	0.0013305	0.003568	0.0025038	0.0021357	6.536E-4	0.0012318	0.0015	3.476E-4	1.178E-4	2.798E-4	0.0	1.65E-4	1.288E-4	0.0015	0.0	0.0	0.0	
レンカク (<em class="sci">Hydrophasianus chirurgus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.733E-4	1.287E-4	0.0	0.0	1.402E-4	2.392E-4	0.0	4.131E-4	1.458E-4	7.882E-4	1.739E-4	0.0	4.115E-4	3.669E-4	4.832E-4	5.373E-4	5.533E-4	2.027E-4	5.821E-4	0.0	2.773E-4	7.603E-4	4.757E-4	2.504E-4	0.0018984	4.902E-4	0.0	1.613E-4	1.738E-4	0.0	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	
ハリモモチュウシャク (<em class="sci">Numenius tahitiensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
チュウシャクシギ (<em class="sci">Numenius phaeopus</em>)	0.0042639	0.0042976	0.003766	0.0023983	0.0024213	0.0011604	0.0017562	0.0012808	0.0026187	0.0038468	0.0043335	0.003088	0.0040657	0.0087544	0.0284673	0.073795	0.073882	0.0778023	0.0523553	0.0131742	0.0064337	0.0047277	0.0034979	0.0034856	0.0033825	0.0040301	0.004426	0.006891	0.0101863	0.0075651	0.0252357	0.0250903	0.038059	0.035303	0.0310869	0.0137255	0.0090331	0.0054856	0.0066041	0.0031813	0.0032177	0.0032291	0.0047855	0.0027058	0.0037426	0.0017078	0.0041091	0.001616	
コシャクシギ (<em class="sci">Numenius minutus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.536E-4	9.816E-4	0.001794	2.804E-4	0.0	4.375E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.634E-4	0.0	0.0	0.0	1.178E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ホウロクシギ (<em class="sci">Numenius madagascariensis</em>)	2.508E-4	0.0010744	2.69E-4	5.756E-4	7.646E-4	3.481E-4	0.0013171	9.962E-4	0.0016367	0.004896	0.0062402	0.007334	0.0104082	0.0109046	0.0089749	0.0112427	0.0064489	0.0055081	0.0013125	0.002252	0.0012172	0.0015129	0.0010288	0.0029352	0.002416	8.06E-4	0.002213	0.0044589	0.0058207	0.0030821	0.0036051	0.0083634	0.0116556	0.0115173	0.0121025	0.0120915	0.0061589	0.0050016	0.0064303	0.0063627	0.0037773	0.0030591	0.0028053	0.0019327	3.564E-4	5.693E-4	7.471E-4	3.232E-4	
ダイシャクシギ (<em class="sci">Numenius arquata</em>)	0.0070228	0.0084609	0.0069939	0.0079624	0.0084109	0.0073103	0.0061466	0.0068308	0.0040917	0.0089176	0.008147	0.0063047	0.0040657	0.0047612	0.0029449	0.0088506	0.0053274	0.0031672	0.0021875	6.756E-4	6.955E-4	1.891E-4	2.058E-4	3.669E-4	4.832E-4	2.687E-4	0.0016598	0.0022294	5.821E-4	0.0025217	0.0041597	0.0083634	0.0092769	0.0085128	0.0094922	0.0122549	0.0047218	0.0029042	0.0071255	0.0071875	0.0047566	0.0054385	0.0075908	0.0072156	0.0057031	0.0055028	0.0063504	0.0072183	
チュウシャクシギ／ダイシャクシギ (<em class="sci">Numenius phaeopus/arquata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.287E-4	0.0	0.0	0.0	0.0	1.402E-4	1.377E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.687E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ホウロクシギ／ダイシャクシギ (<em class="sci">Numenius madagascariensis/arquata</em>)	6.27E-4	4.029E-4	2.69E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.749E-4	3.467E-4	6.433E-4	1.626E-4	6.143E-4	2.805E-4	5.98E-4	1.402E-4	0.0	1.458E-4	1.126E-4	1.739E-4	0.0	0.0	0.0	0.0	0.0	0.0	2.027E-4	2.91E-4	2.802E-4	5.546E-4	3.802E-4	4.757E-4	5.008E-4	4.746E-4	3.268E-4	2.053E-4	1.613E-4	5.214E-4	5.891E-4	5.596E-4	3.399E-4	4.95E-4	2.577E-4	0.0	1.898E-4	3.736E-4	1.077E-4	
ダイシャクシギ属 (<em class="sci">Numenius sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.423E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.392E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
オオソリハシシギ (<em class="sci">Limosa lapponica</em>)	2.508E-4	4.029E-4	4.035E-4	9.593E-4	5.097E-4	1.16E-4	1.463E-4	2.846E-4	1.637E-4	0.0031474	0.0019067	0.0052753	0.0092698	0.0130548	0.0161268	0.0241598	0.022431	0.019967	0.0116669	0.0059678	0.004521	0.0018911	6.173E-4	5.504E-4	2.416E-4	0.0	0.0016598	0.0054722	0.0066938	0.007285	0.0177482	0.0210987	0.0247383	0.0287932	0.0287138	0.0220588	0.0137549	0.0111326	0.0111227	0.0045953	0.0032177	0.0015296	0.0024752	0.0015462	0.001604	1.898E-4	7.471E-4	1.077E-4	
オグロシギ (<em class="sci">Limosa limosa</em>)	0.0	1.343E-4	0.0	9.59E-5	2.549E-4	0.0	0.0	2.846E-4	3.273E-4	5.246E-4	0.0	7.72E-4	6.505E-4	0.0013823	0.0012621	0.0045449	0.0063087	0.0038557	0.0021875	0.0014638	1.739E-4	1.891E-4	2.058E-4	1.835E-4	0.0	0.0	0.0	6.08E-4	0.0023283	0.001401	0.0058236	0.0106444	0.0154615	0.0122684	0.013289	0.0168301	0.0073907	0.006131	0.0079944	0.004124	0.0015389	0.0015296	0.0011551	5.154E-4	1.782E-4	0.0	3.736E-4	2.155E-4	
オグロシギ属 (<em class="sci">Limosa sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.287E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
シベリアオオハシシギ (<em class="sci">Limnodromus semipalmatus</em>)	0.0	0.0	1.345E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0014352	0.0012617	9.639E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.832E-4	0.0015	0.0	0.0	0.0	2.802E-4	8.319E-4	7.603E-4	4.757E-4	5.008E-4	0.0	1.634E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
アメリカオオハシシギ (<em class="sci">Limnodromus griseus</em>)	0.0	0.0	1.345E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
オオハシシギ (<em class="sci">Limnodromus scolopaceus</em>)	0.0025082	0.0025517	0.001883	0.0018227	0.0015292	0.0011604	0.0020489	9.962E-4	4.91E-4	0.0013988	0.0024268	0.0014153	0.0016263	0.0029181	0.0014023	0.0023921	7.01E-4	1.377E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.766E-4	4.054E-4	5.821E-4	0.0	8.319E-4	0.002471	0.0014272	0.002003	0.0011865	0.0017974	0.0032847	0.0025815	0.0017379	0.0021209	0.0016788	0.0028892	0.0037954	0.0024481	0.0030298	0.0024668	0.0020545	0.0019392	
アメリカオオハシシギ／オオハシシギ (<em class="sci">Limnodromus griseus/scolopaceus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	2.927E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
コシギ (<em class="sci">Lymnocryptes minimus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	
ヤマシギ (<em class="sci">Scolopax rusticola</em>)	0.004013	0.0056406	0.0049765	0.0062356	0.0059896	0.0056858	0.0035124	0.0045539	0.0036007	0.002448	0.0017334	0.00193	0.0022768	0.0024574	0.0021035	0.0028705	0.0014019	8.262E-4	0.00175	0.0014638	0.0036515	0.0030257	0.0024691	0.0027518	0.0019328	0.001612	0.0015	6.08E-4	5.821E-4	2.802E-4	2.773E-4	1.901E-4	4.757E-4	0.0	0.0015	6.536E-4	0.0012318	0.0017748	0.0022593	0.0016496	0.0012591	0.0011897	9.901E-4	0.0018039	0.0012475	0.0030361	0.0022413	0.0012928	
アマミヤマシギ (<em class="sci">Scolopax mira</em>)	6.27E-4	5.372E-4	0.0012105	6.715E-4	0.0011469	0.0023207	2.927E-4	9.962E-4	0.0022913	0.0022731	0.0017334	0.0010293	3.253E-4	0.0013823	0.0014023	0.0022725	5.608E-4	0.0024787	0.0030626	0.004504	0.0020866	7.564E-4	8.23E-4	0.0018345	4.832E-4	0.001612	0.0016598	8.107E-4	2.91E-4	0.0	5.546E-4	0.0011405	4.757E-4	0.0012519	4.746E-4	4.902E-4	0.0	6.454E-4	0.0	0.0010604	4.197E-4	0.0018695	6.601E-4	0.0015462	1.782E-4	7.59E-4	7.471E-4	3.232E-4	
ヤマシギ／アマミヤマシギ (<em class="sci">Scolopax rusticola/mira</em>)	1.254E-4	0.0	0.0015	0.0	0.0	0.0	2.927E-4	1.423E-4	0.0	3.497E-4	0.0	0.0	1.626E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7E-4	1.65E-4	2.577E-4	1.782E-4	1.898E-4	0.0	0.0	
アオシギ (<em class="sci">Gallinago solitaria</em>)	7.524E-4	5.372E-4	0.0017485	0.002878	0.0015292	0.0029009	0.0027806	0.0041269	0.0016367	8.743E-4	5.2E-4	7.72E-4	1.626E-4	0.0	0.0	3.588E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.476E-4	1.178E-4	2.798E-4	5.099E-4	8.251E-4	3.865E-4	0.0014258	0.001518	5.603E-4	0.0012928	
チュウジシギ (<em class="sci">Gallinago megala</em>)	0.0	0.0	0.0	1.919E-4	0.0	0.0	0.0	1.423E-4	0.0	0.0	5.2E-4	0.0	0.0	1.536E-4	4.207E-4	3.588E-4	5.608E-4	0.0	2.917E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91E-4	8.406E-4	8.319E-4	0.0017107	0.0033302	0.0030045	0.0026103	0.001634	4.106E-4	9.681E-4	3.476E-4	2.357E-4	1.399E-4	0.0	1.65E-4	2.577E-4	1.782E-4	0.0	0.0	0.0	
ハリオシギ (<em class="sci">Gallinago stenura</em>)	0.0015	0.0	1.345E-4	2.878E-4	1.274E-4	2.321E-4	1.463E-4	0.0	0.0	1.749E-4	3.467E-4	0.0	1.626E-4	4.608E-4	1.402E-4	2.392E-4	1.402E-4	2.754E-4	2.917E-4	1.126E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.802E-4	5.546E-4	9.504E-4	0.0	5.008E-4	0.0011865	4.902E-4	2.053E-4	1.613E-4	0.0	3.535E-4	1.399E-4	0.0	0.0	2.577E-4	1.782E-4	0.0	0.0	0.0	
チュウジシギ／ハリオシギ (<em class="sci">Gallinago megala/stenura</em>)	2.508E-4	2.686E-4	0.0	8.634E-4	3.823E-4	2.321E-4	8.781E-4	0.0	1.637E-4	8.743E-4	1.733E-4	2.573E-4	6.505E-4	6.143E-4	0.0011219	0.001196	7.01E-4	2.754E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91E-4	0.0016811	0.0030505	0.0057023	0.0038059	0.0052579	0.0094922	0.0039216	0.0014371	0.0014521	6.952E-4	0.0011783	9.793E-4	5.099E-4	4.95E-4	9.019E-4	8.911E-4	1.898E-4	9.339E-4	1.077E-4	
オオジシギ (<em class="sci">Gallinago hardwickii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.467E-4	0.0015	3.253E-4	0.0013823	0.0036461	0.0092094	0.0124772	0.0119802	0.0121044	0.018016	0.0264302	0.0313918	0.0246914	0.0163273	0.011597	0.0045674	0.0035961	0.0024321	0.0069849	0.0061642	0.0038824	0.0030412	0.0042816	0.0015023	4.746E-4	0.0013072	8.212E-4	0.0015	0.0	1.178E-4	0.0	0.0	0.0	1.288E-4	1.782E-4	0.0	0.0	0.0	
タシギ (<em class="sci">Gallinago gallinago</em>)	0.0411337	0.0431104	0.0352387	0.0393323	0.0363196	0.038524	0.0358554	0.0317347	0.0279869	0.0316489	0.033628	0.0315234	0.026671	0.0242666	0.0263638	0.030738	0.0235525	0.0133572	0.0036459	3.378E-4	0.0	0.0	0.0	1.835E-4	0.0	0.0	0.0	0.0	2.91E-4	0.0019613	0.009706	0.0155864	0.0294957	0.0275413	0.0320361	0.0305556	0.0305892	0.0262988	0.0255474	0.0199128	0.0214046	0.0192046	0.0193069	0.021389	0.0226341	0.0220114	0.0222264	0.0310278	
タシギ属 (<em class="sci">Gallinago sp.</em>)	3.762E-4	0.0012087	0.001076	0.001439	0.0014018	0.0013924	8.781E-4	4.269E-4	4.91E-4	8.743E-4	0.0013867	0.0018013	0.0016263	0.0030717	0.0035058	0.0031097	0.0035048	0.0015147	8.75E-4	2.252E-4	1.739E-4	1.891E-4	0.0	0.0	0.0	0.0	2.766E-4	8.107E-4	0.0017462	0.0019613	0.0033278	0.0045619	0.0078497	0.0075113	0.0075937	0.0029412	0.0028742	0.0024201	0.0029545	0.00271	0.0023783	0.0016995	0.0011551	0.001675	0.0023169	0.0013283	0.001681	2.155E-4	
ハイイロヒレアシシギ (<em class="sci">Phalaropus fulicarius</em>)	1.254E-4	1.343E-4	1.345E-4	0.0	3.823E-4	0.0015	1.463E-4	5.692E-4	3.273E-4	0.001224	1.733E-4	0.0012867	0.0024394	6.143E-4	0.0015426	0.0020332	0.0030843	0.0011016	0.00175	0.0015764	0.0012172	3.782E-4	2.058E-4	0.0015	0.0	5.373E-4	0.0013831	0.0012161	2.91E-4	2.802E-4	2.773E-4	9.504E-4	0.0016651	5.008E-4	4.746E-4	0.0015	0.0	4.84E-4	0.0015	0.0	0.0	1.7E-4	0.0	1.288E-4	1.782E-4	0.0	0.0	2.155E-4	
アカエリヒレアシシギ (<em class="sci">Phalaropus lobatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72E-4	3.253E-4	4.608E-4	8.414E-4	0.0015548	0.0053274	0.0048196	0.0094794	0.0058552	0.0034777	0.0013238	0.0010288	5.504E-4	4.832E-4	0.0034927	0.004426	0.0077017	0.0029104	0.0047632	0.0036051	0.0066527	0.009039	0.0037556	0.0047461	0.002451	8.212E-4	6.454E-4	3.476E-4	5.891E-4	0.0	3.399E-4	0.0015	3.865E-4	0.0	0.0	0.0	0.0	
ハイイロヒレアシシギ／アカエリヒレアシシギ (<em class="sci">Phalaropus fulicarius/lobatus</em>)	0.0	0.0	1.345E-4	0.0	0.0	0.0	0.0	0.0	1.637E-4	1.749E-4	0.0	2.573E-4	1.626E-4	0.0	0.0	2.392E-4	0.0	1.377E-4	4.375E-4	1.126E-4	8.694E-4	0.0	0.0	0.0	0.0	0.0	2.766E-4	8.107E-4	0.0	0.0	0.0	0.0	7.136E-4	0.0	9.492E-4	0.0	0.0	0.0	1.738E-4	0.0	1.399E-4	0.0	1.65E-4	0.0	0.0	0.0	0.0	0.0	
ヒレアシシギ属 (<em class="sci">Phalaropus sp.</em>)	0.0	0.0	1.345E-4	0.0	0.0	0.0	0.0	1.423E-4	0.0	3.497E-4	1.733E-4	3.86E-4	3.253E-4	4.608E-4	4.207E-4	1.196E-4	5.608E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	5.373E-4	2.766E-4	2.027E-4	0.0011641	0.001401	2.773E-4	0.0011405	0.0011893	2.504E-4	2.373E-4	1.634E-4	0.0015	0.0	3.476E-4	1.178E-4	0.0	1.7E-4	0.0	0.0	0.0	0.0	0.0	0.0	
ソリハシシギ (<em class="sci">Xenus cinereus</em>)	0.0	0.0	0.0	0.0	0.0	0.0015	2.927E-4	0.0	1.637E-4	5.246E-4	3.467E-4	1.287E-4	1.626E-4	7.679E-4	0.0032254	0.0108839	0.0131782	0.0137703	0.0113752	0.0065308	0.0020866	9.455E-4	2.058E-4	0.0014676	2.416E-4	0.0018807	0.0027663	0.0113498	0.0206636	0.0238162	0.0540765	0.0598745	0.0570885	0.0510766	0.0386806	0.0251634	0.0156025	0.0087125	0.0067779	0.0011783	8.394E-4	8.498E-4	6.601E-4	1.288E-4	1.782E-4	0.0	0.0	0.0	
イソシギ (<em class="sci">Actitis hypoleucos</em>)	0.1180085	0.1191244	0.0933423	0.0960284	0.094431	0.0874913	0.0872238	0.0769888	0.08527	0.0863787	0.0948171	0.0832476	0.0777362	0.0743357	0.0732015	0.0880277	0.0810318	0.0874415	0.0571679	0.019705	0.0114763	0.0066188	0.009465	0.0165107	0.0270597	0.0274046	0.0304288	0.0453993	0.0692666	0.0947044	0.115086	0.1397073	0.1598478	0.1494742	0.1594684	0.1352941	0.1188668	0.1185866	0.115398	0.1015671	0.0980694	0.1024813	0.1094059	0.1091354	0.1142399	0.1062619	0.1139335	0.1009481	
クサシギ (<em class="sci">Tringa ochropus</em>)	0.0195636	0.0163846	0.0141224	0.0152533	0.0158022	0.0156649	0.013025	0.0142308	0.0106383	0.0097919	0.0110938	0.0105507	0.0078061	0.0084472	0.0065909	0.0098074	0.0078508	0.005095	0.0029167	9.008E-4	0.0	1.891E-4	0.0	0.0	0.0	0.0013434	0.0019364	0.0030401	0.0090221	0.0126086	0.0146977	0.019578	0.0176023	0.0170255	0.0215947	0.0148693	0.0145761	0.0124234	0.0121655	0.008837	0.0093733	0.010707	0.0107261	0.0123695	0.0105151	0.0127135	0.0112066	0.0145443	
キアシシギ (<em class="sci">Tringa brevipes</em>)	0.0018811	0.0025517	0.002152	0.0019186	0.0017841	0.0016245	8.781E-4	5.692E-4	0.001964	0.0013988	0.0038135	0.002702	0.002602	0.0035325	0.00603	0.0403062	0.089864	0.1111264	0.0968354	0.0490936	0.010433	0.0049168	0.0022634	0.0023849	0.0045905	0.0083289	0.017704	0.04621	0.0701397	0.0773326	0.1106489	0.0908573	0.0825404	0.067351	0.0538681	0.0313725	0.0225826	0.0143595	0.0106013	0.0087192	0.004197	0.0032291	0.0029703	0.0015462	0.0014258	0.0011385	0.0014942	0.0017238	
メリケンキアシシギ (<em class="sci">Tringa incana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.287E-4	0.0	0.0	0.0	1.196E-4	9.814E-4	0.0020655	0.0014584	0.0015764	8.694E-4	0.0	0.0	1.835E-4	0.0	0.0	0.0	0.0	2.91E-4	2.802E-4	2.773E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
キアシシギ／メリケンキアシシギ (<em class="sci">Tringa brevipes/incana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.402E-4	1.196E-4	2.804E-4	2.754E-4	2.917E-4	2.252E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.782E-4	0.0	0.0	0.0	
コアオアシシギ (<em class="sci">Tringa stagnatilis</em>)	0.002759	9.401E-4	8.07E-4	4.797E-4	7.646E-4	8.123E-4	7.317E-4	1.423E-4	0.0013093	0.0015737	0.0017334	0.002316	0.0024394	0.0041468	0.004207	0.0080134	0.004346	0.0033049	0.0020417	0.0013512	5.216E-4	1.891E-4	0.0	0.0	0.0	8.06E-4	0.0	8.107E-4	0.0023283	0.0056038	0.0091514	0.0155864	0.0171265	0.0172759	0.0182724	0.0158497	0.0106754	0.0058083	0.0074731	0.0053022	0.0039172	0.003569	0.0023102	0.0023193	0.0017822	9.488E-4	0.0014942	0.0011851	
タカブシギ (<em class="sci">Tringa glareola</em>)	0.0048909	0.0021488	0.0022865	0.0030698	0.0031859	0.0035971	0.0027806	0.0035577	0.0032733	0.0064697	0.0133472	0.0068194	0.0076435	0.0112118	0.0119198	0.0173424	0.0185055	0.0078491	0.0061251	0.0029276	5.216E-4	0.0	0.0	1.835E-4	7.248E-4	0.0059108	0.0077455	0.0127685	0.0203725	0.0313813	0.0302274	0.0435278	0.0444814	0.0297947	0.0322734	0.0232026	0.0135496	0.011778	0.0118179	0.0081301	0.0057359	0.0040789	0.0031353	0.005154	0.0037426	0.0026565	0.0024281	0.0030166	
アカアシシギ (<em class="sci">Tringa totanus</em>)	0.0055179	0.008058	0.00538	0.0044129	0.0043329	0.003365	0.0030733	0.0027039	0.0042553	0.0055954	0.0062402	0.0033453	0.0017889	0.002611	0.0026644	0.0050233	0.0047666	0.0031672	0.0016042	0.002252	0.0017388	0.0013238	4.115E-4	0.0011007	9.664E-4	0.001612	0.0024896	0.0028375	0.0052386	0.0061642	0.009706	0.0114047	0.0166508	0.0197797	0.0249169	0.0158497	0.0090331	0.0033882	0.0060827	0.0045953	0.0061556	0.0027192	0.0036304	0.0038655	0.0060595	0.0036053	0.0065372	0.0033398	
コキアシシギ (<em class="sci">Tringa flavipes</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.287E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901E-4	0.0	2.504E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
カラフトアオアシシギ (<em class="sci">Tringa guttifer</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.287E-4	0.0	0.0	0.0	1.196E-4	1.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.603E-4	4.757E-4	0.002003	0.0026103	0.0013072	2.053E-4	1.613E-4	3.476E-4	1.178E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ツルシギ (<em class="sci">Tringa erythropus</em>)	7.524E-4	0.0017459	0.001345	7.675E-4	7.646E-4	6.962E-4	2.927E-4	7.115E-4	0.0018003	0.0026228	0.0046802	0.0036027	0.0022768	0.0030717	0.0022437	0.0039469	0.004346	0.0035803	7.292E-4	2.252E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.027E-4	2.91E-4	0.0	5.546E-4	5.702E-4	0.0021408	0.0025038	0.0073564	0.0088235	0.0071854	0.0046789	0.0057351	0.004124	0.0019586	0.0022094	0.0011551	0.0012885	7.129E-4	0.0018975	0.0011207	0.0010774	
アオアシシギ (<em class="sci">Tringa nebularia</em>)	0.0174317	0.0179962	0.0170814	0.0141021	0.0138907	0.0125319	0.0128787	0.0112424	0.011784	0.0138136	0.0154273	0.0129954	0.011384	0.0162801	0.0141635	0.0282263	0.0246741	0.0238226	0.0129794	0.0079946	0.0027821	0.0022693	0.0014403	0.0025683	0.0031409	0.0026867	0.0099585	0.0166194	0.0229919	0.0327823	0.0488075	0.0608249	0.0589914	0.0520781	0.062411	0.0493464	0.029768	0.0248467	0.0265902	0.0274538	0.0230834	0.018015	0.0176568	0.0170081	0.0162181	0.0129032	0.0136347	0.0147598	
オオキアシシギ (<em class="sci">Tringa melanoleuca</em>)	0.0016303	5.372E-4	4.035E-4	6.715E-4	0.0	0.0	0.0	1.423E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399E-4	1.7E-4	4.95E-4	0.0015	0.0015	1.898E-4	0.0015	2.155E-4	
