ebird_species_code,species_num,scientific_name,japanese_name,ebird_sciname,ebird_common_name,order,family,ebird_common_name_freq,frequency_annual_mean,frequency_max,n_periods_detected,residence_status,xc_total,xc_japan,inat_total,inat_japan,inat_api_total,inat_api_japan,ml_total,ml_japan,recordings_total,recordings_japan,recordings_downloadable,priority_tier,priority_score,ml_available,ml_japan_available,recordings_with_ml
piehar1,358,Circus melanoleucos,マダラチュウヒ,Circus melanoleucos,Pied Harrier,ACCIPITRIFORMES,ACCIPITRIDAE,Pied Harrier,0.0001097374999999,0.0015,16.0,resident,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,P1,3.9089286195230964e-05,4.0,0.0,5.0
snobun,615,Plectrophenax nivalis,ユキホオジロ,Plectrophenax nivalis,Snow Bunting,PASSERIFORMES,CALCARIIDAE,Snow Bunting,0.0004275874999999,0.0021664,23.0,passage,547.0,1.0,13.0,0.0,112.0,0.0,1403.0,0.0,2075.0,1.0,672.0,P3,3.880003834448097e-05,1403.0,0.0,2075.0
spbsan1,162,Calidris pygmaea,ヘラシギ,Calidris pygmaea,Spoon-billed Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Spoon-billed Sandpiper,0.0001932833333333,0.0015,12.0,passage,10.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,34.0,0.0,11.0,P1,3.7386100045818375e-05,23.0,0.0,34.0
rutrob1,548,Larvivora sibilans,シマゴマ,Larvivora sibilans,Rufous-tailed Robin,PASSERIFORMES,MUSCICAPIDAE,Rufous-tailed Robin,0.0003199645833333,0.0068852,9.0,passage,134.0,1.0,2.0,1.0,43.0,2.0,221.0,62.0,400.0,66.0,179.0,P3,3.6985628424755903e-05,221.0,62.0,400.0
caster1,230,Hydroprogne caspia,オニアジサシ,Hydroprogne caspia,Caspian Tern,CHARADRIIFORMES,LARIDAE,Caspian Tern,0.0004119479166666,0.0015318,28.0,resident,480.0,0.0,35.0,0.0,124.0,0.0,1616.0,0.0,2255.0,0.0,639.0,P3,3.697853363933623e-05,1616.0,0.0,2255.0
buffle,54,Bucephala albeola,ヒメハジロ,Bucephala albeola,Bufflehead,ANSERIFORMES,ANATIDAE,Bufflehead,0.0003038020833333,0.0028463,16.0,passage,23.0,0.0,4.0,0.0,9.0,0.0,264.0,0.0,300.0,0.0,36.0,P3,3.687632411201354e-05,264.0,0.0,300.0
phtjac1,142,Hydrophasianus chirurgus,レンカク,Hydrophasianus chirurgus,Pheasant-tailed Jacana,CHARADRIIFORMES,JACANIDAE,Pheasant-tailed Jacana,0.0002984749999999,0.0018984,26.0,passage,47.0,0.0,3.0,0.0,6.0,0.0,218.0,3.0,274.0,3.0,56.0,P3,3.681002648396719e-05,218.0,3.0,274.0
barpet,281,Hydrobates castro,クロコシジロウミツバメ,Hydrobates castro,Band-rumped Storm-Petrel,PROCELLARIIFORMES,HYDROBATIDAE,Band-rumped Storm-Petrel,0.0001990229166666,0.0015,12.0,passage,20.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,42.0,0.0,23.0,P1,3.645487856046765e-05,19.0,0.0,42.0
yebbun,627,Emberiza aureola,シマアオジ,Emberiza aureola,Yellow-breasted Bunting,PASSERIFORMES,EMBERIZIDAE,Yellow-breasted Bunting,0.0002867041666666,0.0018225,19.0,passage,121.0,1.0,3.0,0.0,28.0,0.0,87.0,0.0,239.0,1.0,152.0,P3,3.623255102960887e-05,87.0,0.0,239.0
korfly1,549,Ficedula zanthopygia,マミジロキビタキ,Ficedula zanthopygia,Yellow-rumped Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Yellow-rumped Flycatcher,0.0003129166666666,0.005095,10.0,passage,185.0,0.0,1.0,1.0,18.0,5.0,194.0,42.0,398.0,48.0,204.0,P3,3.620104960061294e-05,194.0,42.0,398.0
orsowl,369,Otus sunia,コノハズク,Otus sunia,Oriental Scops-Owl,STRIGIFORMES,STRIGIDAE,Oriental Scops-Owl,0.0003594208333333,0.0018225,23.0,passage,160.0,9.0,28.0,16.0,166.0,72.0,802.0,4.0,1156.0,101.0,354.0,P3,3.531551706124431e-05,802.0,4.0,1156.0
chebun1,628,Emberiza rutila,シマノジコ,Emberiza rutila,Chestnut Bunting,PASSERIFORMES,EMBERIZIDAE,Chestnut Bunting,0.00020471875,0.0026164,12.0,passage,30.0,0.0,0.0,0.0,2.0,0.0,24.0,4.0,56.0,4.0,32.0,P2,3.494698090865721e-05,24.0,4.0,56.0
laplon,614,Calcarius lapponicus,ツメナガホオジロ,Calcarius lapponicus,Lapland Longspur,PASSERIFORMES,CALCARIIDAE,Lapland Longspur,0.0003842416666666,0.0024201,27.0,resident,636.0,0.0,12.0,0.0,49.0,0.0,1564.0,0.0,2261.0,0.0,697.0,P3,3.4479625547567494e-05,1564.0,0.0,2261.0
yebtit4,441,Pardaliparus venustulus,キバラガラ,Periparus venustulus,Yellow-bellied Tit,PASSERIFORMES,PARIDAE,Yellow-bellied Tit,0.0002726770833333,0.0015,18.0,passage,141.0,0.0,1.0,0.0,10.0,1.0,153.0,20.0,305.0,21.0,152.0,P3,3.300338333517192e-05,153.0,20.0,305.0
taifly1,554,Ficedula albicilla,オジロビタキ,Ficedula albicilla,Taiga Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Taiga Flycatcher,0.0003276958333333,0.0028918,27.0,resident,253.0,0.0,1.0,0.0,43.0,0.0,735.0,8.0,1032.0,8.0,297.0,P3,3.272370316245162e-05,735.0,8.0,1032.0
arcwar1,483,Phylloscopus borealis,コムシクイ,Phylloscopus borealis,Arctic Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Arctic Warbler,0.0003527208333333,0.0031046,28.0,resident,580.0,2.0,29.0,2.0,144.0,5.0,1266.0,52.0,2019.0,61.0,753.0,P3,3.2121440279321606e-05,1266.0,52.0,2019.0
briter1,237,Onychoprion anaethetus,マミジロアジサシ,Onychoprion anaethetus,Bridled Tern,CHARADRIIFORMES,LARIDAE,Bridled Tern,0.0002241541666666,0.0015,20.0,passage,54.0,0.0,0.0,0.0,1.0,0.0,72.0,0.0,127.0,0.0,55.0,P3,3.197074613338407e-05,72.0,0.0,127.0
kerpet,286,Pterodroma neglecta,カワリシロハラミズナギドリ,Pterodroma neglecta,Kermadec Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Kermadec Petrel,0.0001123895833333,0.002611,13.0,passage,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,4.0,P1,3.135028143549383e-05,6.0,0.0,10.0
recdov1,91,Streptopelia tranquebarica,ベニバト,Streptopelia tranquebarica,Red Collared-Dove,COLUMBIFORMES,COLUMBIDAE,Red Collared-Dove,0.0002559375,0.0015,25.0,resident,47.0,0.0,1.0,0.0,10.0,0.0,234.0,0.0,292.0,0.0,58.0,P3,3.121313745678792e-05,234.0,0.0,292.0
uplbuz1,365,Buteo hemilasius,オオノスリ,Buteo hemilasius,Upland Buzzard,ACCIPITRIFORMES,ACCIPITRIDAE,Upland Buzzard,0.0001187020833333,0.0015,15.0,passage,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,4.0,P1,3.0382750790801584e-05,9.0,0.0,13.0
radwar1,472,Phylloscopus schwarzi,カラフトムジセッカ,Phylloscopus schwarzi,Radde's Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Radde's Warbler,0.0002635645833333,0.0029042,12.0,passage,188.0,0.0,2.0,0.0,43.0,0.0,176.0,17.0,409.0,17.0,233.0,P3,3.0354111222023332e-05,176.0,17.0,409.0
lessca,45,Aythya affinis,コスズガモ,Aythya affinis,Lesser Scaup,ANSERIFORMES,ANATIDAE,Lesser Scaup,0.0001939875,0.0015,22.0,resident,14.0,0.0,0.0,0.0,1.0,0.0,84.0,0.0,99.0,0.0,15.0,P2,2.913507636435517e-05,84.0,0.0,99.0
horpuf,264,Fratercula corniculata,ツノメドリ,Fratercula corniculata,Horned Puffin,CHARADRIIFORMES,ALCIDAE,Horned Puffin,7.494375e-05,0.0011065,10.0,passage,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,P1,2.8992200072183677e-05,3.0,0.0,4.0
gubter2,229,Gelochelidon nilotica,ハシブトアジサシ,Gelochelidon nilotica,Gull-billed Tern,CHARADRIIFORMES,LARIDAE,Gull-billed Tern,0.0002681395833333,0.0015,19.0,passage,304.0,0.0,1.0,0.0,14.0,0.0,404.0,1.0,723.0,1.0,319.0,P3,2.8219761938181133e-05,404.0,1.0,723.0
blasto1,305,Ciconia nigra,ナベコウ,Ciconia nigra,Black Stork,CICONIIFORMES,CICONIIDAE,Black Stork,0.0001521187499999,0.0015,14.0,passage,35.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,40.0,0.0,36.0,P1,2.82102736306481e-05,4.0,0.0,40.0
rudshe,19,Tadorna ferruginea,アカツクシガモ,Tadorna ferruginea,Ruddy Shelduck,ANSERIFORMES,ANATIDAE,Ruddy Shelduck,0.0002701729166666,0.0015,24.0,resident,280.0,0.0,21.0,0.0,116.0,0.0,505.0,3.0,922.0,3.0,417.0,P3,2.7423852914930345e-05,505.0,3.0,922.0
pitsni,181,Gallinago stenura,ハリオシギ,Gallinago stenura,Pin-tailed Snipe,CHARADRIIFORMES,SCOLOPACIDAE,Pin-tailed Snipe,0.0002089791666666,0.0015,28.0,resident,89.0,0.0,1.0,0.0,3.0,0.0,113.0,0.0,206.0,0.0,93.0,P3,2.7138601731311022e-05,113.0,0.0,206.0
palwar5,471,Phylloscopus proregulus,カラフトムシクイ,Phylloscopus proregulus,Pallas's Leaf Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Pallas's Leaf Warbler,0.0002630875,0.0040656,11.0,passage,364.0,0.0,1.0,0.0,72.0,11.0,402.0,19.0,839.0,30.0,437.0,P3,2.7077864267467277e-05,402.0,19.0,839.0
forwag1,580,Dendronanthus indicus,イワミセキレイ,Dendronanthus indicus,Forest Wagtail,PASSERIFORMES,MOTACILLIDAE,Forest Wagtail,0.0002155020833333,0.0015,21.0,resident,79.0,0.0,0.0,0.0,11.0,1.0,166.0,9.0,256.0,10.0,90.0,P3,2.6900008758010755e-05,166.0,9.0,256.0
budger,20,Melopsittacus undulatus,セキセイインコ,Melopsittacus undulatus,Budgerigar,PSITTACIFORMES,PSITTACULIDAE,Budgerigar,0.0001896916666666,0.0015,17.0,passage,52.0,0.0,0.0,0.0,11.0,0.0,86.0,0.0,149.0,0.0,63.0,P3,2.6206280734211495e-05,86.0,0.0,149.0
relkit,207,Rissa brevirostris,アカアシミツユビカモメ,Rissa brevirostris,Red-legged Kittiwake,CHARADRIIFORMES,LARIDAE,Red-legged Kittiwake,0.0001280999999999,0.0015,11.0,passage,4.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,28.0,0.0,6.0,P1,2.6106145532273465e-05,22.0,0.0,28.0
grefri,307,Fregata minor,オオグンカンドリ,Fregata minor,Great Frigatebird,SULIFORMES,FREGATIDAE,Great Frigatebird,0.0001561333333333,0.0015,9.0,passage,45.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,70.0,0.0,45.0,P2,2.5305548008574093e-05,25.0,0.0,70.0
norshr4,421,Lanius borealis,オオモズ,Lanius borealis,Northern Shrike,PASSERIFORMES,LANIIDAE,Northern Shrike,0.0002596958333333,0.0015,21.0,passage,40.0,1.0,16.0,0.0,108.0,0.0,1260.0,0.0,1424.0,1.0,164.0,P3,2.478543851932554e-05,1260.0,0.0,1424.0
rocsan,166,Calidris ptilocnemis,チシマシギ,Calidris ptilocnemis,Rock Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Rock Sandpiper,0.0001614083333333,0.0015,15.0,passage,29.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,98.0,0.0,30.0,P2,2.4294374941726865e-05,68.0,0.0,98.0
chgshr1,420,Lanius sphenocercus,オオカラモズ,Lanius sphenocercus,Chinese Gray Shrike,PASSERIFORMES,LANIIDAE,Chinese Gray Shrike,0.0001292041666666,0.0015,15.0,passage,11.0,0.0,0.0,0.0,0.0,0.0,28.0,12.0,39.0,12.0,11.0,P1,2.41162692504392e-05,28.0,12.0,39.0
wantat1,191,Tringa incana,メリケンキアシシギ,Tringa incana,Wandering Tattler,CHARADRIIFORMES,SCOLOPACIDAE,Wandering Tattler,0.0001714875,0.0020655,11.0,passage,24.0,0.0,3.0,0.0,11.0,0.0,157.0,0.0,195.0,0.0,38.0,P3,2.249886304397113e-05,157.0,0.0,195.0
deswhe1,571,Oenanthe deserti,サバクヒタキ,Oenanthe deserti,Desert Wheatear,PASSERIFORMES,MUSCICAPIDAE,Desert Wheatear,0.00016689375,0.0019117,14.0,passage,89.0,0.0,0.0,0.0,4.0,0.0,79.0,0.0,172.0,0.0,93.0,P3,2.24230843742243e-05,79.0,0.0,172.0
comros,604,Carpodacus erythrinus,アカマシコ,Carpodacus erythrinus,Common Rosefinch,PASSERIFORMES,FRINGILLIDAE,Common Rosefinch,0.00025608125,0.0027428,16.0,passage,987.0,0.0,181.0,0.0,919.0,0.0,763.0,7.0,2850.0,7.0,2087.0,P3,2.2311085845802598e-05,763.0,7.0,2850.0
steeid,46,Polysticta stelleri,コケワタガモ,Polysticta stelleri,Steller's Eider,ANSERIFORMES,ANATIDAE,Steller's Eider,8.868124999999999e-05,0.0015,10.0,passage,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,6.0,P1,2.2170312499999998e-05,8.0,0.0,14.0
aleter1,235,Onychoprion aleuticus,コシジロアジサシ,Onychoprion aleuticus,Aleutian Tern,CHARADRIIFORMES,LARIDAE,Aleutian Tern,0.00014605625,0.0015,9.0,passage,31.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,95.0,1.0,31.0,P2,2.2130027091630317e-05,64.0,1.0,95.0
gstlar1,452,Calandrella brachydactyla,ヒメコウテンシ,Calandrella brachydactyla,Greater Short-toed Lark,PASSERIFORMES,ALAUDIDAE,Greater Short-toed Lark,0.0002160708333333,0.0020332,13.0,passage,414.0,0.0,2.0,0.0,15.0,0.0,486.0,0.0,917.0,0.0,431.0,P3,2.1949671498534226e-05,486.0,0.0,917.0
schbit1,323,Ixobrychus eurhythmus,オオヨシゴイ,Botaurus eurhythmus,Schrenck's Bittern,PELECANIFORMES,ARDEIDAE,Schrenck's Bittern,9.67e-05,0.0015,12.0,passage,16.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,23.0,0.0,17.0,P1,2.0823211582848556e-05,6.0,0.0,23.0
whwsco2,50,Melanitta deglandi,アメリカビロードキンクロ,Melanitta deglandi,White-winged Scoter,ANSERIFORMES,ANATIDAE,White-winged Scoter,7.723333333333333e-05,0.0015,10.0,passage,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,1.0,P1,2.0285299089372582e-05,11.0,0.0,12.0
towshe2,302,Puffinus newelli,ハワイセグロミズナギドリ,Puffinus newelli,Newell's Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Newell's Shearwater,7.248541666666666e-05,0.0015,4.0,vagrant,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,1.0,P1,2.02192956417495e-05,9.0,0.0,10.0
citwag,583,Motacilla citreola,キガシラセキレイ,Motacilla citreola,Citrine Wagtail,PASSERIFORMES,MOTACILLIDAE,Citrine Wagtail,0.0001944729166666,0.0015,17.0,resident,458.0,0.0,1.0,0.0,20.0,0.0,364.0,0.0,843.0,0.0,479.0,P3,2.0001724403486886e-05,364.0,0.0,843.0
pecpip,592,Anthus gustavi,セジロタヒバリ,Anthus gustavi,Pechora Pipit,PASSERIFORMES,MOTACILLIDAE,Pechora Pipit,0.0001284729166666,0.0015,9.0,passage,44.0,0.0,0.0,0.0,0.0,0.0,47.0,6.0,91.0,6.0,44.0,P2,1.964670386172053e-05,47.0,6.0,91.0
rosgul,216,Rhodostethia rosea,ヒメクビワカモメ,Rhodostethia rosea,Ross's Gull,CHARADRIIFORMES,LARIDAE,Ross's Gull,0.00010461875,0.0015,9.0,passage,26.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,41.0,0.0,26.0,P1,1.9280067362976205e-05,15.0,0.0,41.0
wessan,172,Calidris mauri,ヒメハマシギ,Calidris mauri,Western Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Western Sandpiper,0.0001654979166666,0.0016611,14.0,passage,57.0,0.0,2.0,0.0,12.0,0.0,441.0,0.0,512.0,0.0,71.0,P3,1.8377172595032762e-05,441.0,0.0,512.0
amufal1,403,Falco amurensis,アカアシチョウゲンボウ,Falco amurensis,Amur Falcon,FALCONIFORMES,FALCONIDAE,Amur Falcon,0.0001144166666666,0.0015,10.0,passage,33.0,0.0,0.0,0.0,4.0,0.0,55.0,0.0,92.0,0.0,37.0,P2,1.7455963944605802e-05,55.0,0.0,92.0
bubsan,170,Calidris subruficollis,コモンシギ,Calidris subruficollis,Buff-breasted Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Buff-breasted Sandpiper,8.793125e-05,0.0012519,7.0,passage,13.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,32.0,0.0,13.0,P1,1.7283910024272383e-05,19.0,0.0,32.0
blnori1,414,Oriolus chinensis,コウライウグイス,Oriolus chinensis,Black-naped Oriole,PASSERIFORMES,ORIOLIDAE,Black-naped Oriole,0.0001856770833333,0.0026164,12.0,passage,398.0,1.0,80.0,9.0,318.0,35.0,984.0,78.0,1780.0,123.0,796.0,P3,1.7193466180497003e-05,984.0,78.0,1780.0
grseag1,348,Clanga clanga,カラフトワシ,Clanga clanga,Greater Spotted Eagle,ACCIPITRIFORMES,ACCIPITRIDAE,Greater Spotted Eagle,0.0001118166666666,0.0015,11.0,passage,44.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,95.0,1.0,61.0,P2,1.694214292526102e-05,34.0,1.0,95.0
bulshe,295,Ardenna bulleri,ミナミオナガミズナギドリ,Ardenna bulleri,Buller's Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Buller's Shearwater,5.915e-05,0.0015,6.0,passage,2.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,11.0,0.0,4.0,P1,1.5984586834375962e-05,7.0,0.0,11.0
sursco,49,Melanitta perspicillata,アラナミキンクロ,Melanitta perspicillata,Surf Scoter,ANSERIFORMES,ANATIDAE,Surf Scoter,0.0001097083333333,0.0015,11.0,passage,40.0,0.0,1.0,0.0,4.0,0.0,72.0,0.0,117.0,0.0,45.0,P3,1.5911708923930275e-05,72.0,0.0,117.0
chibla1,521,Turdus mandarinus,クロウタドリ,Turdus mandarinus,Chinese Blackbird,PASSERIFORMES,TURDIDAE,Chinese Blackbird,0.0001427937499999,0.0019067,16.0,passage,205.0,0.0,3.0,0.0,57.0,2.0,287.0,28.0,552.0,30.0,265.0,P3,1.5667960251480447e-05,287.0,28.0,552.0
whttro,267,Phaethon lepturus,シラオネッタイチョウ,Phaethon lepturus,White-tailed Tropicbird,PHAETHONTIFORMES,PHAETHONTIDAE,White-tailed Tropicbird,0.0001030854166666,0.0015,13.0,passage,35.0,0.0,0.0,0.0,2.0,0.0,59.0,0.0,96.0,0.0,37.0,P2,1.5584268863782466e-05,59.0,0.0,96.0
blhibi1,316,Threskiornis melanocephalus,クロトキ,Threskiornis melanocephalus,Black-headed Ibis,PELECANIFORMES,THRESKIORNITHIDAE,Black-headed Ibis,7.385208333333334e-05,0.0015,5.0,passage,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,26.0,0.0,6.0,P1,1.5362311402155384e-05,20.0,0.0,26.0
baicra1,105,Zapornia pusilla,ヒメクイナ,Zapornia pusilla,Baillon's Crake,GRUIFORMES,RALLIDAE,Baillon's Crake,0.0001410083333333,0.0015,12.0,passage,400.0,0.0,6.0,0.0,43.0,0.0,133.0,2.0,582.0,2.0,449.0,P3,1.5343963579483716e-05,133.0,2.0,582.0
greyel,200,Tringa melanoleuca,オオキアシシギ,Tringa melanoleuca,Greater Yellowlegs,CHARADRIIFORMES,SCOLOPACIDAE,Greater Yellowlegs,0.0001894791666666,0.0016303,13.0,passage,291.0,0.0,141.0,0.0,533.0,0.0,4405.0,0.0,5370.0,0.0,965.0,P3,1.529137614793312e-05,4405.0,0.0,5370.0
eucdov,90,Streptopelia decaocto,シラコバト,Streptopelia decaocto,Eurasian Collared-Dove,COLUMBIFORMES,COLUMBIDAE,Eurasian Collared-Dove,0.0002015041666666,0.0015,23.0,resident,2362.0,0.0,346.0,0.0,4246.0,0.0,6950.0,0.0,13904.0,0.0,6954.0,P3,1.4640559432793464e-05,6950.0,0.0,13904.0
litcur,145,Numenius minutus,コシャクシギ,Numenius minutus,Little Curlew,CHARADRIIFORMES,SCOLOPACIDAE,Little Curlew,8.183958333333334e-05,0.001794,7.0,passage,13.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,52.0,0.0,13.0,P2,1.4220883258372455e-05,39.0,0.0,52.0
gbhgul2,220,Ichthyaetus ichthyaetus,オオズグロカモメ,Ichthyaetus ichthyaetus,Pallas's Gull,CHARADRIIFORMES,LARIDAE,Pallas's Gull,9.3425e-05,0.0015,9.0,passage,28.0,0.0,0.0,0.0,45.0,0.0,24.0,0.0,97.0,0.0,73.0,P2,1.4092619443193884e-05,24.0,0.0,97.0
norwhe,569,Oenanthe oenanthe,ハシグロヒタキ,Oenanthe oenanthe,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,Northern Wheatear,0.0001425604166666,0.0015421,7.0,passage,625.0,0.0,24.0,0.0,173.0,0.0,388.0,0.0,1210.0,0.0,822.0,P3,1.3917601799658669e-05,388.0,0.0,1210.0
whrmun,38,Lonchura striata,コシジロキンパラ,Lonchura striata,White-rumped Munia,PASSERIFORMES,ESTRILDIDAE,White-rumped Munia,0.0001138875,0.0015,13.0,passage,103.0,0.0,1.0,0.0,7.0,0.0,337.0,0.0,448.0,0.0,111.0,P3,1.2921525679975953e-05,337.0,0.0,448.0
dausta1,508,Agropsar sturninus,シベリアムクドリ,Agropsar sturninus,Daurian Starling,PASSERIFORMES,STURNIDAE,Daurian Starling,6.230416666666667e-05,0.0012393,7.0,passage,20.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,28.0,3.0,22.0,P1,1.2697280579768079e-05,6.0,1.0,28.0
lotshr1,426,Lanius schach,タカサゴモズ,Lanius schach,Long-tailed Shrike,PASSERIFORMES,LANIIDAE,Long-tailed Shrike,0.0001324145833333,0.0015,14.0,passage,241.0,0.0,4.0,0.0,52.0,1.0,1284.0,0.0,1581.0,1.0,297.0,P3,1.2458508897961662e-05,1284.0,0.0,1581.0
cfweye1,500,Zosterops erythropleurus,チョウセンメジロ,Zosterops erythropleurus,Chestnut-flanked White-eye,PASSERIFORMES,ZOSTEROPIDAE,Chestnut-flanked White-eye,9.12125e-05,0.0009804,10.0,passage,73.0,0.0,0.0,0.0,7.0,3.0,82.0,2.0,162.0,5.0,80.0,P3,1.2397126101555115e-05,82.0,2.0,162.0
gocspa,640,Zonotrichia atricapilla,キガシラシトド,Zonotrichia atricapilla,Golden-crowned Sparrow,PASSERIFORMES,PASSERELLIDAE,Golden-crowned Sparrow,0.0001375083333333,0.0015,7.0,passage,186.0,0.0,83.0,0.0,279.0,0.0,1742.0,0.0,2290.0,0.0,548.0,P3,1.2318895591757896e-05,1742.0,0.0,2290.0
comchi1,475,Phylloscopus collybita,チフチャフ,Phylloscopus collybita,Common Chiffchaff,PASSERIFORMES,PHYLLOSCOPIDAE,Common Chiffchaff,0.0001742020833333,0.0015,21.0,resident,8359.0,1.0,1100.0,0.0,11171.0,0.0,6061.0,0.0,26691.0,1.0,20630.0,P3,1.1847118053812813e-05,6061.0,0.0,26691.0
leswhi4,498,Curruca curruca,コノドジロムシクイ,Curruca curruca,Lesser Whitethroat,PASSERIFORMES,SYLVIIDAE,Lesser Whitethroat,0.0001698895833333,0.0015,17.0,passage,2910.0,0.0,199.0,0.0,17247.0,0.0,1887.0,0.0,22243.0,0.0,20356.0,P3,1.1764234278238171e-05,1887.0,0.0,22243.0
savspa,641,Passerculus sandwichensis,サバンナシトド,Passerculus sandwichensis,Savannah Sparrow,PASSERIFORMES,PASSERELLIDAE,Savannah Sparrow,0.0001572541666666,0.0015,12.0,passage,533.0,0.0,164.0,0.0,588.0,0.0,9658.0,1.0,10943.0,1.0,1285.0,P3,1.1719656451478419e-05,9658.0,1.0,10943.0
horlar,451,Eremophila alpestris,ハマヒバリ,Eremophila alpestris,Horned Lark,PASSERIFORMES,ALAUDIDAE,Horned Lark,0.0001362458333333,0.0015,16.0,passage,545.0,0.0,58.0,0.0,255.0,0.0,3101.0,0.0,3959.0,0.0,858.0,P3,1.1399751908208135e-05,3101.0,0.0,3959.0
bladro1,417,Dicrurus macrocercus,オウチュウ,Dicrurus macrocercus,Black Drongo,PASSERIFORMES,DICRURIDAE,Black Drongo,0.00012769375,0.0016524,11.0,passage,180.0,0.0,32.0,0.0,168.0,0.0,2146.0,1.0,2526.0,1.0,380.0,P3,1.1296552263771787e-05,2146.0,1.0,2526.0
sibnee1,68,Hirundapus cochinchinensis,クロビタイハリオアマツバメ,Hirundapus cochinchinensis,Silver-backed Needletail,APODIFORMES,APODIDAE,Silver-backed Needletail,3.125e-05,0.0015,1.0,vagrant,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,P1,1.1131474597125692e-05,4.0,0.0,5.0
blabit1,325,Ixobrychus flavicollis,タカサゴクロサギ,Botaurus flavicollis,Black Bittern,PELECANIFORMES,ARDEIDAE,Black Bittern,6.958125e-05,0.0015,3.0,vagrant,13.0,0.0,0.0,0.0,4.0,0.0,59.0,0.0,76.0,0.0,17.0,P2,1.1070293925055323e-05,59.0,0.0,76.0
gragoo,9,Anser anser,ハイイロガン,Anser anser,Graylag Goose,ANSERIFORMES,ANATIDAE,Graylag Goose,0.00012268125,0.0008921,15.0,passage,1356.0,0.0,86.0,0.0,1174.0,8.0,0.0,0.0,2616.0,8.0,2616.0,P3,1.0804875414757e-05,0.0,0.0,2616.0
whinch1,566,Saxicola rubetra,マミジロノビタキ,Saxicola rubetra,Whinchat,PASSERIFORMES,MUSCICAPIDAE,Whinchat,0.0001103333333333,0.0016424,4.0,vagrant,713.0,0.0,53.0,0.0,286.0,0.0,274.0,0.0,1326.0,0.0,1052.0,P3,1.0634497735010161e-05,274.0,0.0,1326.0
comrav,437,Corvus corax,ワタリガラス,Corvus corax,Common Raven,PASSERIFORMES,CORVIDAE,Common Raven,0.000150925,0.001473,18.0,passage,2776.0,0.0,1012.0,0.0,7796.0,0.0,12434.0,1.0,24018.0,1.0,11584.0,P3,1.0371463291167218e-05,12434.0,1.0,24018.0
fieldf,529,Turdus pilaris,ノハラツグミ,Turdus pilaris,Fieldfare,PASSERIFORMES,TURDIDAE,Fieldfare,0.0001239979166666,0.0015654,13.0,passage,1726.0,0.0,243.0,0.0,1366.0,0.0,639.0,0.0,3974.0,0.0,3335.0,P3,1.037023153566721e-05,639.0,0.0,3974.0
waterc1,108,Gallicrex cinerea,ツルクイナ,Gallicrex cinerea,Watercock,GRUIFORMES,RALLIDAE,Watercock,8.680416666666668e-05,0.0005702,17.0,resident,41.0,1.0,1.0,1.0,12.0,7.0,316.0,2.0,370.0,11.0,54.0,P3,1.0165423619215142e-05,316.0,2.0,370.0
jacsni,178,Lymnocryptes minimus,コシギ,Lymnocryptes minimus,Jack Snipe,CHARADRIIFORMES,SCOLOPACIDAE,Jack Snipe,7.646250000000001e-05,0.0015,5.0,passage,168.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,194.0,0.0,171.0,P3,1.0041420036390707e-05,23.0,0.0,194.0
